,no,low,high
16,2.65205786262293,3.876767751866634,2.7245274511386754
17,1.8316652477812285,3.4643657772916816,1.1441157001418316
18,1.5993552239023625,3.6663370048418478,5.40993332230309
19,4.465314786567515,2.36401050482168,4.5225504451972425
20,1.4356005919441603,4.170563452683065,4.425616879763204
21,4.586938945657876,3.424725845852449,5.3627749513604295
22,2.7516854671697244,4.557482798088739,3.862307618019031
23,5.715213405215334,4.255408636558615,2.0411178891238992
24,2.844551420465116,3.6274339843714487,3.5756139717308235
